user_id,recomendations
2421,"[1000753, 1133018, 908531, 881154, 903325]"
2423,"[1000753, 981760, 1077048, 8090521, 1134810]"
2424,"[1000753, 1133018, 962229, 916993, 908283]"
2425,"[1000753, 1133018, 7167853, 854852, 999104]"
2426,"[1000753, 1133018, 844165, 1058404, 844179]"
2427,"[874972, 1133018, 5565925, 856252, 981760]"
2430,"[874972, 1133018, 845193, 1110572, 981760]"
2431,"[1000753, 1029743, 1127831, 923746, 981760]"
2432,"[1000753, 1133018, 5569230, 1101010, 986912]"
2435,"[1000753, 1133018, 908531, 1105623, 847982]"
2437,"[1048257, 1000753, 981760, 1070820, 862010]"
2438,"[919766, 1000753, 1029743, 1107553, 968936]"
2440,"[874972, 1029743, 1127831, 1044078, 1043590]"
2441,"[1000753, 1133018, 908531, 1023958, 1004390]"
2442,"[1000753, 1029743, 962568, 6602697, 9527323]"
2445,"[1000753, 1127831, 1029743, 868764, 1107553]"
2446,"[1000753, 995242, 1044805, 936594, 855138]"
2447,"[874972, 995242, 5569230, 868764, 1107553]"
2448,"[874972, 995242, 981760, 951590, 847982]"
2449,"[1000753, 951590, 1106523, 6979803, 979707]"
2450,"[874972, 995242, 860975, 893501, 939636]"
2451,"[874972, 1133018, 908531, 981760, 1022254]"
2452,"[1000753, 995242, 879755, 844165, 845193]"
2453,"[1000753, 995242, 1005186, 1053690, 928036]"
2454,"[1000753, 995242, 1059236, 1037332, 1029504]"
2455,"[1000753, 995242, 1102416, 1131321, 981760]"
2456,"[1000753, 1029743, 898212, 868423, 916122]"
2457,"[1000753, 1029743, 854852, 1137775, 819978]"
2458,"[1000753, 995242, 1127831, 865511, 901062]"
2459,"[874972, 1133018, 1031864, 981760, 833025]"
2460,"[1000753, 995242, 5569230, 1101173, 5568378]"
2461,"[1000753, 995242, 857503, 7410013, 905459]"
2462,"[874972, 1106523, 961554, 6034857, 916122]"
2464,"[1000753, 995242, 1068719, 914577, 903350]"
2465,"[874972, 995242, 923746, 856252, 986912]"
2466,"[1000753, 995242, 12946027, 923746, 1059902]"
2467,"[874972, 1029743, 951590, 1073150, 1127831]"
2468,"[1000753, 1029743, 833458, 934172, 1021116]"
2469,"[968072, 1000753, 995242, 979707, 916122]"
2470,"[1000753, 1029743, 821083, 906017, 1039156]"
2471,"[1000753, 1133018, 867668, 1104343, 844165]"
2472,"[1000753, 1133018, 1005186, 986912, 981760]"
2474,"[1000753, 1133018, 905459, 940766, 961554]"
2475,"[1110111, 1000753, 995242, 1079228, 1070845]"
2478,"[1000753, 995242, 1005186, 889731, 979707]"
2479,"[874972, 1029743, 908531, 979877, 981760]"
2481,"[1000753, 1133018, 844165, 914190, 903233]"
2482,"[1000753, 981760, 1106523, 964968, 923746]"
2483,"[1000753, 1133018, 1048727, 948832, 863449]"
2484,"[874972, 1133018, 1127831, 923746, 1061220]"
2485,"[1000753, 1029743, 893501, 879755, 1096036]"
2486,"[1000753, 951590, 862349, 916122, 1127831]"
2487,"[1000753, 1133018, 1026118, 865026, 981760]"
2488,"[874972, 995242, 972665, 933835, 916122]"
2489,"[874972, 1133018, 923746, 1048727, 1068719]"
2490,"[1000753, 1029743, 908531, 1037863, 923746]"
2492,"[1000753, 1029743, 1060408, 933835, 5569230]"
2494,"[1000753, 995242, 1101173, 961554, 1062001]"
2495,"[1000753, 995242, 981760, 9420336, 8019968]"
2496,"[1000753, 995242, 1127831, 5569230, 916122]"
2497,"[1000753, 1133018, 908531, 1135834, 962568]"
2498,"[933354, 1000753, 995242, 1005186, 1053690]"
2499,"[1000753, 995242, 5570048, 5568378, 944317]"
2500,"[874972, 1106523, 859237, 1127831, 1077555]"
